C:\Users\caoba\Downloads\simulator-windows-64\data\IMG\center_2024_11_21_09_57_08_654.jpg, C:\Users\caoba\Downloads\simulator-windows-64\data\IMG\left_2024_11_21_09_57_08_654.jpg, C:\Users\caoba\Downloads\simulator-windows-64\data\IMG\right_2024_11_21_09_57_08_654.jpg, 0, 0, 0, 4.770404E-05
C:\Users\caoba\Downloads\simulator-windows-64\data\IMG\center_2024_11_21_09_57_08_765.jpg, C:\Users\caoba\Downloads\simulator-windows-64\data\IMG\left_2024_11_21_09_57_08_765.jpg, C:\Users\caoba\Downloads\simulator-windows-64\data\IMG\right_2024_11_21_09_57_08_765.jpg, 0, 0, 0, 4.356687E-05
C:\Users\caoba\Downloads\simulator-windows-64\data\IMG\center_2024_11_21_09_57_08_869.jpg, C:\Users\caoba\Downloads\simulator-windows-64\data\IMG\left_2024_11_21_09_57_08_869.jpg, C:\Users\caoba\Downloads\simulator-windows-64\data\IMG\right_2024_11_21_09_57_08_869.jpg, 0, 0, 0, 4.063183E-05
C:\Users\caoba\Downloads\simulator-windows-64\data\IMG\center_2024_11_21_09_57_08_976.jpg, C:\Users\caoba\Downloads\simulator-windows-64\data\IMG\left_2024_11_21_09_57_08_976.jpg, C:\Users\caoba\Downloads\simulator-windows-64\data\IMG\right_2024_11_21_09_57_08_976.jpg, 0, 0, 0, 7.826408E-05
C:\Users\caoba\Downloads\simulator-windows-64\data\IMG\center_2024_11_21_09_57_09_088.jpg, C:\Users\caoba\Downloads\simulator-windows-64\data\IMG\left_2024_11_21_09_57_09_088.jpg, C:\Users\caoba\Downloads\simulator-windows-64\data\IMG\right_2024_11_21_09_57_09_088.jpg, 0, 0, 0, 4.512181E-05
C:\Users\caoba\Downloads\simulator-windows-64\data\IMG\center_2024_11_21_09_57_09_197.jpg, C:\Users\caoba\Downloads\simulator-windows-64\data\IMG\left_2024_11_21_09_57_09_197.jpg, C:\Users\caoba\Downloads\simulator-windows-64\data\IMG\right_2024_11_21_09_57_09_197.jpg, 0, 0, 0, 5.312887E-05
C:\Users\caoba\Downloads\simulator-windows-64\data\IMG\center_2024_11_21_09_57_09_305.jpg, C:\Users\caoba\Downloads\simulator-windows-64\data\IMG\left_2024_11_21_09_57_09_305.jpg, C:\Users\caoba\Downloads\simulator-windows-64\data\IMG\right_2024_11_21_09_57_09_305.jpg, 0, 0, 0, 5.195559E-05
C:\Users\caoba\Downloads\simulator-windows-64\data\IMG\center_2024_11_21_09_57_09_421.jpg, C:\Users\caoba\Downloads\simulator-windows-64\data\IMG\left_2024_11_21_09_57_09_421.jpg, C:\Users\caoba\Downloads\simulator-windows-64\data\IMG\right_2024_11_21_09_57_09_421.jpg, 0, 0, 0, 3.651625E-05
C:\Users\caoba\Downloads\simulator-windows-64\data\IMG\center_2024_11_21_09_57_09_526.jpg, C:\Users\caoba\Downloads\simulator-windows-64\data\IMG\left_2024_11_21_09_57_09_526.jpg, C:\Users\caoba\Downloads\simulator-windows-64\data\IMG\right_2024_11_21_09_57_09_526.jpg, 0, 0, 0, 7.036785E-05
C:\Users\caoba\Downloads\simulator-windows-64\data\IMG\center_2024_11_21_09_57_09_628.jpg, C:\Users\caoba\Downloads\simulator-windows-64\data\IMG\left_2024_11_21_09_57_09_628.jpg, C:\Users\caoba\Downloads\simulator-windows-64\data\IMG\right_2024_11_21_09_57_09_628.jpg, 0, 0, 0, 4.481848E-05
C:\Users\caoba\Downloads\simulator-windows-64\data\IMG\center_2024_11_21_09_57_09_731.jpg, C:\Users\caoba\Downloads\simulator-windows-64\data\IMG\left_2024_11_21_09_57_09_731.jpg, C:\Users\caoba\Downloads\simulator-windows-64\data\IMG\right_2024_11_21_09_57_09_731.jpg, 0, 0, 0, 3.702195E-05
C:\Users\caoba\Downloads\simulator-windows-64\data\IMG\center_2024_11_21_09_57_09_844.jpg, C:\Users\caoba\Downloads\simulator-windows-64\data\IMG\left_2024_11_21_09_57_09_844.jpg, C:\Users\caoba\Downloads\simulator-windows-64\data\IMG\right_2024_11_21_09_57_09_844.jpg, 0, 0, 0, 3.784301E-05
C:\Users\caoba\Downloads\simulator-windows-64\data\IMG\center_2024_11_21_09_57_09_952.jpg, C:\Users\caoba\Downloads\simulator-windows-64\data\IMG\left_2024_11_21_09_57_09_952.jpg, C:\Users\caoba\Downloads\simulator-windows-64\data\IMG\right_2024_11_21_09_57_09_952.jpg, 0, 0, 0, 3.833043E-05
C:\Users\caoba\Downloads\simulator-windows-64\data\IMG\center_2024_11_21_09_57_10_062.jpg, C:\Users\caoba\Downloads\simulator-windows-64\data\IMG\left_2024_11_21_09_57_10_062.jpg, C:\Users\caoba\Downloads\simulator-windows-64\data\IMG\right_2024_11_21_09_57_10_062.jpg, 0, 0, 0, 8.681914E-05
C:\Users\caoba\Downloads\simulator-windows-64\data\IMG\center_2024_11_21_09_57_10_162.jpg, C:\Users\caoba\Downloads\simulator-windows-64\data\IMG\left_2024_11_21_09_57_10_162.jpg, C:\Users\caoba\Downloads\simulator-windows-64\data\IMG\right_2024_11_21_09_57_10_162.jpg, 0, 0, 0, 6.032518E-05
C:\Users\caoba\Downloads\simulator-windows-64\data\IMG\center_2024_11_21_09_57_10_268.jpg, C:\Users\caoba\Downloads\simulator-windows-64\data\IMG\left_2024_11_21_09_57_10_268.jpg, C:\Users\caoba\Downloads\simulator-windows-64\data\IMG\right_2024_11_21_09_57_10_268.jpg, 0, 0, 0, 6.629055E-05
C:\Users\caoba\Downloads\simulator-windows-64\data\IMG\center_2024_11_21_09_57_10_374.jpg, C:\Users\caoba\Downloads\simulator-windows-64\data\IMG\left_2024_11_21_09_57_10_374.jpg, C:\Users\caoba\Downloads\simulator-windows-64\data\IMG\right_2024_11_21_09_57_10_374.jpg, 0, 0, 0, 6.673986E-05
C:\Users\caoba\Downloads\simulator-windows-64\data\IMG\center_2024_11_21_09_57_10_479.jpg, C:\Users\caoba\Downloads\simulator-windows-64\data\IMG\left_2024_11_21_09_57_10_479.jpg, C:\Users\caoba\Downloads\simulator-windows-64\data\IMG\right_2024_11_21_09_57_10_479.jpg, 0, 0, 0, 4.589502E-05
C:\Users\caoba\Downloads\simulator-windows-64\data\IMG\center_2024_11_21_09_57_10_586.jpg, C:\Users\caoba\Downloads\simulator-windows-64\data\IMG\left_2024_11_21_09_57_10_586.jpg, C:\Users\caoba\Downloads\simulator-windows-64\data\IMG\right_2024_11_21_09_57_10_586.jpg, 0, 0, 0, 5.371104E-05
C:\Users\caoba\Downloads\simulator-windows-64\data\IMG\center_2024_11_21_09_57_10_692.jpg, C:\Users\caoba\Downloads\simulator-windows-64\data\IMG\left_2024_11_21_09_57_10_692.jpg, C:\Users\caoba\Downloads\simulator-windows-64\data\IMG\right_2024_11_21_09_57_10_692.jpg, 0, 0, 0, 6.206509E-05
C:\Users\caoba\Downloads\simulator-windows-64\data\IMG\center_2024_11_21_09_57_10_801.jpg, C:\Users\caoba\Downloads\simulator-windows-64\data\IMG\left_2024_11_21_09_57_10_801.jpg, C:\Users\caoba\Downloads\simulator-windows-64\data\IMG\right_2024_11_21_09_57_10_801.jpg, 0, 0, 0, 5.983391E-05
C:\Users\caoba\Downloads\simulator-windows-64\data\IMG\center_2024_11_21_09_57_10_912.jpg, C:\Users\caoba\Downloads\simulator-windows-64\data\IMG\left_2024_11_21_09_57_10_912.jpg, C:\Users\caoba\Downloads\simulator-windows-64\data\IMG\right_2024_11_21_09_57_10_912.jpg, 0, 0, 0, 4.613709E-05
C:\Users\caoba\Downloads\simulator-windows-64\data\IMG\center_2024_11_21_09_57_11_013.jpg, C:\Users\caoba\Downloads\simulator-windows-64\data\IMG\left_2024_11_21_09_57_11_013.jpg, C:\Users\caoba\Downloads\simulator-windows-64\data\IMG\right_2024_11_21_09_57_11_013.jpg, 0, 0.3002166, 0, 0.2853158
